
SQLcl: Release 4.2.0.16.153.2014 RC on Tue May 21 08:58:06 2019

Copyright (c) 1982, 2019, Oracle.  All rights reserved.

Username? (''?) hr
Password? (**********?) ******
Last Successful login time: Tue May 21 2019 08:58:17 -04:00

Connected to:
Oracle Database 12c Enterprise Edition Release 12.1.0.2.0 - 64bit Production
Martha               Sullivan                  Shipping                      
Patrick              Sully                     Shipping                      
Jonathon             Taylor                    Shipping                      
Winston              Taylor                    Shipping                      
Sigal                Tobias                    Shipping                      

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Peter                Tucker                    Shipping                      
Oliver               Tuvault                   Shipping                      
Jose Manuel          Urman                     Shipping                      
Peter                Vargas                    Shipping                      
Clara                Vishney                   Shipping                      
Shanta               Vollman                   Shipping                      
Alana                Walsh                     Shipping                      
Matthew              Weiss                     Shipping                      
Jennifer             Whalen                    Shipping                      
Eleni                Zlotkey                   Shipping                      
Ellen                Abel                      IT                            
Sundar               Ande                      IT                            
Mozhe                Atkinson                  IT                            
David                Austin                    IT                            
Hermann              Baer                      IT                            
Shelli               Baida                     IT                            
Amit                 Banda                     IT                            
Elizabeth            Bates                     IT                            
Sarah                Bell                      IT                            
David                Bernstein                 IT                            
Laura                Bissot                    IT                            

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Harrison             Bloom                     IT                            
Alexis               Bull                      IT                            
Anthony              Cabrio                    IT                            
Gerald               Cambrault                 IT                            
Nanette              Cambrault                 IT                            
John                 Chen                      IT                            
Kelly                Chung                     IT                            
Karen                Colmenares                IT                            
Curtis               Davies                    IT                            
Lex                  De Haan                   IT                            
Julia                Dellinger                 IT                            
Jennifer             Dilly                     IT                            
Louise               Doran                     IT                            
Bruce                Ernst                     IT                            
Alberto              Errazuriz                 IT                            
Britney              Everett                   IT                            
Daniel               Faviet                    IT                            
Pat                  Fay                       IT                            
Kevin                Feeney                    IT                            
Jean                 Fleaur                    IT                            
Tayler               Fox                       IT                            

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Adam                 Fripp                     IT                            
Timothy              Gates                     IT                            
Ki                   Gee                       IT                            
Girard               Geoni                     IT                            
William              Gietz                     IT                            
Douglas              Grant                     IT                            
Kimberely            Grant                     IT                            
Nancy                Greenberg                 IT                            
Danielle             Greene                    IT                            
Peter                Hall                      IT                            
Michael              Hartstein                 IT                            
Shelley              Higgins                   IT                            
Guy                  Himuro                    IT                            
Alexander            Hunold                    IT                            
Alyssa               Hutton                    IT                            
Charles              Johnson                   IT                            
Vance                Jones                     IT                            
Payam                Kaufling                  IT                            
Alexander            Khoo                      IT                            
Janette              King                      IT                            
Steven               King                      IT                            

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Neena                Kochhar                   IT                            
Sundita              Kumar                     IT                            
Renske               Ladwig                    IT                            
James                Landry                    IT                            
David                Lee                       IT                            
Jack                 Livingston                IT                            
Diana                Lorentz                   IT                            
Jason                Mallin                    IT                            
Steven               Markle                    IT                            
James                Marlow                    IT                            
Mattea               Marvins                   IT                            
Randall              Matos                     IT                            
Susan                Mavris                    IT                            
Samuel               McCain                    IT                            
Allan                McEwen                    IT                            
Irene                Mikkilineni               IT                            
Kevin                Mourgos                   IT                            
Julia                Nayer                     IT                            
Donald               OConnell                  IT                            
Christopher          Olsen                     IT                            
TJ                   Olson                     IT                            

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Lisa                 Ozer                      IT                            
Karen                Partners                  IT                            
Valli                Pataballa                 IT                            
Joshua               Patel                     IT                            
Randall              Perkins                   IT                            
Hazel                Philtanker                IT                            
Luis                 Popp                      IT                            
Trenna               Rajs                      IT                            
Den                  Raphaely                  IT                            
Michael              Rogers                    IT                            
John                 Russell                   IT                            
Nandita              Sarchand                  IT                            
Ismael               Sciarra                   IT                            
John                 Seo                       IT                            
Sarath               Sewall                    IT                            
Lindsey              Smith                     IT                            
William              Smith                     IT                            
Stephen              Stiles                    IT                            
Martha               Sullivan                  IT                            
Patrick              Sully                     IT                            
Jonathon             Taylor                    IT                            

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Winston              Taylor                    IT                            
Sigal                Tobias                    IT                            
Peter                Tucker                    IT                            
Oliver               Tuvault                   IT                            
Jose Manuel          Urman                     IT                            
Peter                Vargas                    IT                            
Clara                Vishney                   IT                            
Shanta               Vollman                   IT                            
Alana                Walsh                     IT                            
Matthew              Weiss                     IT                            
Jennifer             Whalen                    IT                            
Eleni                Zlotkey                   IT                            
Ellen                Abel                      Public Relations              
Sundar               Ande                      Public Relations              
Mozhe                Atkinson                  Public Relations              
David                Austin                    Public Relations              
Hermann              Baer                      Public Relations              
Shelli               Baida                     Public Relations              
Amit                 Banda                     Public Relations              
Elizabeth            Bates                     Public Relations              
Sarah                Bell                      Public Relations              

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
David                Bernstein                 Public Relations              
Laura                Bissot                    Public Relations              
Harrison             Bloom                     Public Relations              
Alexis               Bull                      Public Relations              
Anthony              Cabrio                    Public Relations              
Gerald               Cambrault                 Public Relations              
Nanette              Cambrault                 Public Relations              
John                 Chen                      Public Relations              
Kelly                Chung                     Public Relations              
Karen                Colmenares                Public Relations              
Curtis               Davies                    Public Relations              
Lex                  De Haan                   Public Relations              
Julia                Dellinger                 Public Relations              
Jennifer             Dilly                     Public Relations              
Louise               Doran                     Public Relations              
Bruce                Ernst                     Public Relations              
Alberto              Errazuriz                 Public Relations              
Britney              Everett                   Public Relations              
Daniel               Faviet                    Public Relations              
Pat                  Fay                       Public Relations              
Kevin                Feeney                    Public Relations              

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Jean                 Fleaur                    Public Relations              
Tayler               Fox                       Public Relations              
Adam                 Fripp                     Public Relations              
Timothy              Gates                     Public Relations              
Ki                   Gee                       Public Relations              
Girard               Geoni                     Public Relations              
William              Gietz                     Public Relations              
Douglas              Grant                     Public Relations              
Kimberely            Grant                     Public Relations              
Nancy                Greenberg                 Public Relations              
Danielle             Greene                    Public Relations              
Peter                Hall                      Public Relations              
Michael              Hartstein                 Public Relations              
Shelley              Higgins                   Public Relations              
Guy                  Himuro                    Public Relations              
Alexander            Hunold                    Public Relations              
Alyssa               Hutton                    Public Relations              
Charles              Johnson                   Public Relations              
Vance                Jones                     Public Relations              
Payam                Kaufling                  Public Relations              
Alexander            Khoo                      Public Relations              

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Janette              King                      Public Relations              
Steven               King                      Public Relations              
Neena                Kochhar                   Public Relations              
Sundita              Kumar                     Public Relations              
Renske               Ladwig                    Public Relations              
James                Landry                    Public Relations              
David                Lee                       Public Relations              
Jack                 Livingston                Public Relations              
Diana                Lorentz                   Public Relations              
Jason                Mallin                    Public Relations              
Steven               Markle                    Public Relations              
James                Marlow                    Public Relations              
Mattea               Marvins                   Public Relations              
Randall              Matos                     Public Relations              
Susan                Mavris                    Public Relations              
Samuel               McCain                    Public Relations              
Allan                McEwen                    Public Relations              
Irene                Mikkilineni               Public Relations              
Kevin                Mourgos                   Public Relations              
Julia                Nayer                     Public Relations              
Donald               OConnell                  Public Relations              

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Christopher          Olsen                     Public Relations              
TJ                   Olson                     Public Relations              
Lisa                 Ozer                      Public Relations              
Karen                Partners                  Public Relations              
Valli                Pataballa                 Public Relations              
Joshua               Patel                     Public Relations              
Randall              Perkins                   Public Relations              
Hazel                Philtanker                Public Relations              
Luis                 Popp                      Public Relations              
Trenna               Rajs                      Public Relations              
Den                  Raphaely                  Public Relations              
Michael              Rogers                    Public Relations              
John                 Russell                   Public Relations              
Nandita              Sarchand                  Public Relations              
Ismael               Sciarra                   Public Relations              
John                 Seo                       Public Relations              
Sarath               Sewall                    Public Relations              
Lindsey              Smith                     Public Relations              
William              Smith                     Public Relations              
Stephen              Stiles                    Public Relations              
Martha               Sullivan                  Public Relations              

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Patrick              Sully                     Public Relations              
Jonathon             Taylor                    Public Relations              
Winston              Taylor                    Public Relations              
Sigal                Tobias                    Public Relations              
Peter                Tucker                    Public Relations              
Oliver               Tuvault                   Public Relations              
Jose Manuel          Urman                     Public Relations              
Peter                Vargas                    Public Relations              
Clara                Vishney                   Public Relations              
Shanta               Vollman                   Public Relations              
Alana                Walsh                     Public Relations              
Matthew              Weiss                     Public Relations              
Jennifer             Whalen                    Public Relations              
Eleni                Zlotkey                   Public Relations              
Ellen                Abel                      Sales                         
Sundar               Ande                      Sales                         
Mozhe                Atkinson                  Sales                         
David                Austin                    Sales                         
Hermann              Baer                      Sales                         
Shelli               Baida                     Sales                         
Amit                 Banda                     Sales                         

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Elizabeth            Bates                     Sales                         
Sarah                Bell                      Sales                         
David                Bernstein                 Sales                         
Laura                Bissot                    Sales                         
Harrison             Bloom                     Sales                         
Alexis               Bull                      Sales                         
Anthony              Cabrio                    Sales                         
Gerald               Cambrault                 Sales                         
Nanette              Cambrault                 Sales                         
John                 Chen                      Sales                         
Kelly                Chung                     Sales                         
Karen                Colmenares                Sales                         
Curtis               Davies                    Sales                         
Lex                  De Haan                   Sales                         
Julia                Dellinger                 Sales                         
Jennifer             Dilly                     Sales                         
Louise               Doran                     Sales                         
Bruce                Ernst                     Sales                         
Alberto              Errazuriz                 Sales                         
Britney              Everett                   Sales                         
Daniel               Faviet                    Sales                         

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Pat                  Fay                       Sales                         
Kevin                Feeney                    Sales                         
Jean                 Fleaur                    Sales                         
Tayler               Fox                       Sales                         
Adam                 Fripp                     Sales                         
Timothy              Gates                     Sales                         
Ki                   Gee                       Sales                         
Girard               Geoni                     Sales                         
William              Gietz                     Sales                         
Douglas              Grant                     Sales                         
Kimberely            Grant                     Sales                         
Nancy                Greenberg                 Sales                         
Danielle             Greene                    Sales                         
Peter                Hall                      Sales                         
Michael              Hartstein                 Sales                         
Shelley              Higgins                   Sales                         
Guy                  Himuro                    Sales                         
Alexander            Hunold                    Sales                         
Alyssa               Hutton                    Sales                         
Charles              Johnson                   Sales                         
Vance                Jones                     Sales                         

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Payam                Kaufling                  Sales                         
Alexander            Khoo                      Sales                         
Janette              King                      Sales                         
Steven               King                      Sales                         
Neena                Kochhar                   Sales                         
Sundita              Kumar                     Sales                         
Renske               Ladwig                    Sales                         
James                Landry                    Sales                         
David                Lee                       Sales                         
Jack                 Livingston                Sales                         
Diana                Lorentz                   Sales                         
Jason                Mallin                    Sales                         
Steven               Markle                    Sales                         
James                Marlow                    Sales                         
Mattea               Marvins                   Sales                         
Randall              Matos                     Sales                         
Susan                Mavris                    Sales                         
Samuel               McCain                    Sales                         
Allan                McEwen                    Sales                         
Irene                Mikkilineni               Sales                         
Kevin                Mourgos                   Sales                         

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Julia                Nayer                     Sales                         
Donald               OConnell                  Sales                         
Christopher          Olsen                     Sales                         
TJ                   Olson                     Sales                         
Lisa                 Ozer                      Sales                         
Karen                Partners                  Sales                         
Valli                Pataballa                 Sales                         
Joshua               Patel                     Sales                         
Randall              Perkins                   Sales                         
Hazel                Philtanker                Sales                         
Luis                 Popp                      Sales                         
Trenna               Rajs                      Sales                         
Den                  Raphaely                  Sales                         
Michael              Rogers                    Sales                         
John                 Russell                   Sales                         
Nandita              Sarchand                  Sales                         
Ismael               Sciarra                   Sales                         
John                 Seo                       Sales                         
Sarath               Sewall                    Sales                         
Lindsey              Smith                     Sales                         
William              Smith                     Sales                         

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Stephen              Stiles                    Sales                         
Martha               Sullivan                  Sales                         
Patrick              Sully                     Sales                         
Jonathon             Taylor                    Sales                         
Winston              Taylor                    Sales                         
Sigal                Tobias                    Sales                         
Peter                Tucker                    Sales                         
Oliver               Tuvault                   Sales                         
Jose Manuel          Urman                     Sales                         
Peter                Vargas                    Sales                         
Clara                Vishney                   Sales                         
Shanta               Vollman                   Sales                         
Alana                Walsh                     Sales                         
Matthew              Weiss                     Sales                         
Jennifer             Whalen                    Sales                         
Eleni                Zlotkey                   Sales                         
Ellen                Abel                      Executive                     
Sundar               Ande                      Executive                     
Mozhe                Atkinson                  Executive                     
David                Austin                    Executive                     
Hermann              Baer                      Executive                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Shelli               Baida                     Executive                     
Amit                 Banda                     Executive                     
Elizabeth            Bates                     Executive                     
Sarah                Bell                      Executive                     
David                Bernstein                 Executive                     
Laura                Bissot                    Executive                     
Harrison             Bloom                     Executive                     
Alexis               Bull                      Executive                     
Anthony              Cabrio                    Executive                     
Gerald               Cambrault                 Executive                     
Nanette              Cambrault                 Executive                     
John                 Chen                      Executive                     
Kelly                Chung                     Executive                     
Karen                Colmenares                Executive                     
Curtis               Davies                    Executive                     
Lex                  De Haan                   Executive                     
Julia                Dellinger                 Executive                     
Jennifer             Dilly                     Executive                     
Louise               Doran                     Executive                     
Bruce                Ernst                     Executive                     
Alberto              Errazuriz                 Executive                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Britney              Everett                   Executive                     
Daniel               Faviet                    Executive                     
Pat                  Fay                       Executive                     
Kevin                Feeney                    Executive                     
Jean                 Fleaur                    Executive                     
Tayler               Fox                       Executive                     
Adam                 Fripp                     Executive                     
Timothy              Gates                     Executive                     
Ki                   Gee                       Executive                     
Girard               Geoni                     Executive                     
William              Gietz                     Executive                     
Douglas              Grant                     Executive                     
Kimberely            Grant                     Executive                     
Nancy                Greenberg                 Executive                     
Danielle             Greene                    Executive                     
Peter                Hall                      Executive                     
Michael              Hartstein                 Executive                     
Shelley              Higgins                   Executive                     
Guy                  Himuro                    Executive                     
Alexander            Hunold                    Executive                     
Alyssa               Hutton                    Executive                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Charles              Johnson                   Executive                     
Vance                Jones                     Executive                     
Payam                Kaufling                  Executive                     
Alexander            Khoo                      Executive                     
Janette              King                      Executive                     
Steven               King                      Executive                     
Neena                Kochhar                   Executive                     
Sundita              Kumar                     Executive                     
Renske               Ladwig                    Executive                     
James                Landry                    Executive                     
David                Lee                       Executive                     
Jack                 Livingston                Executive                     
Diana                Lorentz                   Executive                     
Jason                Mallin                    Executive                     
Steven               Markle                    Executive                     
James                Marlow                    Executive                     
Mattea               Marvins                   Executive                     
Randall              Matos                     Executive                     
Susan                Mavris                    Executive                     
Samuel               McCain                    Executive                     
Allan                McEwen                    Executive                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Irene                Mikkilineni               Executive                     
Kevin                Mourgos                   Executive                     
Julia                Nayer                     Executive                     
Donald               OConnell                  Executive                     
Christopher          Olsen                     Executive                     
TJ                   Olson                     Executive                     
Lisa                 Ozer                      Executive                     
Karen                Partners                  Executive                     
Valli                Pataballa                 Executive                     
Joshua               Patel                     Executive                     
Randall              Perkins                   Executive                     
Hazel                Philtanker                Executive                     
Luis                 Popp                      Executive                     
Trenna               Rajs                      Executive                     
Den                  Raphaely                  Executive                     
Michael              Rogers                    Executive                     
John                 Russell                   Executive                     
Nandita              Sarchand                  Executive                     
Ismael               Sciarra                   Executive                     
John                 Seo                       Executive                     
Sarath               Sewall                    Executive                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Lindsey              Smith                     Executive                     
William              Smith                     Executive                     
Stephen              Stiles                    Executive                     
Martha               Sullivan                  Executive                     
Patrick              Sully                     Executive                     
Jonathon             Taylor                    Executive                     
Winston              Taylor                    Executive                     
Sigal                Tobias                    Executive                     
Peter                Tucker                    Executive                     
Oliver               Tuvault                   Executive                     
Jose Manuel          Urman                     Executive                     
Peter                Vargas                    Executive                     
Clara                Vishney                   Executive                     
Shanta               Vollman                   Executive                     
Alana                Walsh                     Executive                     
Matthew              Weiss                     Executive                     
Jennifer             Whalen                    Executive                     
Eleni                Zlotkey                   Executive                     
Ellen                Abel                      Finance                       
Sundar               Ande                      Finance                       
Mozhe                Atkinson                  Finance                       

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
David                Austin                    Finance                       
Hermann              Baer                      Finance                       
Shelli               Baida                     Finance                       
Amit                 Banda                     Finance                       
Elizabeth            Bates                     Finance                       
Sarah                Bell                      Finance                       
David                Bernstein                 Finance                       
Laura                Bissot                    Finance                       
Harrison             Bloom                     Finance                       
Alexis               Bull                      Finance                       
Anthony              Cabrio                    Finance                       
Gerald               Cambrault                 Finance                       
Nanette              Cambrault                 Finance                       
John                 Chen                      Finance                       
Kelly                Chung                     Finance                       
Karen                Colmenares                Finance                       
Curtis               Davies                    Finance                       
Lex                  De Haan                   Finance                       
Julia                Dellinger                 Finance                       
Jennifer             Dilly                     Finance                       
Louise               Doran                     Finance                       

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Bruce                Ernst                     Finance                       
Alberto              Errazuriz                 Finance                       
Britney              Everett                   Finance                       
Daniel               Faviet                    Finance                       
Pat                  Fay                       Finance                       
Kevin                Feeney                    Finance                       
Jean                 Fleaur                    Finance                       
Tayler               Fox                       Finance                       
Adam                 Fripp                     Finance                       
Timothy              Gates                     Finance                       
Ki                   Gee                       Finance                       
Girard               Geoni                     Finance                       
William              Gietz                     Finance                       
Douglas              Grant                     Finance                       
Kimberely            Grant                     Finance                       
Nancy                Greenberg                 Finance                       
Danielle             Greene                    Finance                       
Peter                Hall                      Finance                       
Michael              Hartstein                 Finance                       
Shelley              Higgins                   Finance                       
Guy                  Himuro                    Finance                       

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Alexander            Hunold                    Finance                       
Alyssa               Hutton                    Finance                       
Charles              Johnson                   Finance                       
Vance                Jones                     Finance                       
Payam                Kaufling                  Finance                       
Alexander            Khoo                      Finance                       
Janette              King                      Finance                       
Steven               King                      Finance                       
Neena                Kochhar                   Finance                       
Sundita              Kumar                     Finance                       
Renske               Ladwig                    Finance                       
James                Landry                    Finance                       
David                Lee                       Finance                       
Jack                 Livingston                Finance                       
Diana                Lorentz                   Finance                       
Jason                Mallin                    Finance                       
Steven               Markle                    Finance                       
James                Marlow                    Finance                       
Mattea               Marvins                   Finance                       
Randall              Matos                     Finance                       
Susan                Mavris                    Finance                       

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Samuel               McCain                    Finance                       
Allan                McEwen                    Finance                       
Irene                Mikkilineni               Finance                       
Kevin                Mourgos                   Finance                       
Julia                Nayer                     Finance                       
Donald               OConnell                  Finance                       
Christopher          Olsen                     Finance                       
TJ                   Olson                     Finance                       
Lisa                 Ozer                      Finance                       
Karen                Partners                  Finance                       
